tskey,ebcode,ebkey,sgkey,sgxlon,sgylat,sgelevation,sgname,affiliation,until,sgcomment
4996,DIFFUS,3,502,275.63333,30.38333,25,Tallahassee,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
4994,GLOBAL,1,1471,289.43333,-25.41667,5,Tal-Tal,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
4997,GLOBAL,1,325,359.11667,9.41667,180,Tamale,Ghana,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
4998,GLOBAL,1,219,5.51667,22.78333,1377,Tamanrasset,Algeria,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
4999,DIFFUS,3,219,5.51667,22.78333,1377,Tamanrasset,Algeria,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
5000,GLOBAL,1,2344,5.51667,22.78333,1377,Tamanrasset (BSRN),Algeria,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
5001,DIRECT,2,2344,5.51667,22.78333,1377,Tamanrasset (BSRN),Algeria,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
5002,DIFFUS,3,2344,5.51667,22.78333,1377,Tamanrasset (BSRN),Algeria,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
5004,GLOBAL,1,220,346.31667,13.76667,49,Tambacounda,Senegal,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5005,GLOBAL,1,503,277.46667,27.96667,3,Tampa,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
5006,GLOBAL,1,2727,130.98333,30.73333,17,Tanegashima,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5007,GLOBAL,1,4575,0.00000,43.18333,360,Tarbes-Ossun,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5008,GLOBAL,1,948,69.26667,41.26667,428,Tashkent,Uzbekistan - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5009,DIFFUS,3,948,69.26667,41.26667,428,Tashkent,Uzbekistan - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5011,GLOBAL,1,886,140.13333,36.05000,25,Tateno,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5012,DIRECT,2,886,140.13333,36.05000,25,Tateno,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5013,DIFFUS,3,886,140.13333,36.05000,25,Tateno,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5014,GLOBAL,1,2900,140.13333,36.05000,25,Tateno (BSRN),Japan,,
5015,DIRECT,2,2900,140.13333,36.05000,25,Tateno (BSRN),Japan,,
5016,DIFFUS,3,2900,140.13333,36.05000,25,Tateno (BSRN),Japan,,
5018,GLOBAL,1,4576,5.41667,47.03333,195,Tavaux,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5019,GLOBAL,1,1422,44.95000,41.68333,427,Tbilisi,Georgia - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5020,DIFFUS,3,1422,44.95000,41.68333,427,Tbilisi,Georgia - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5022,GLOBAL,1,3829,297.38333,9.01667,327,Temblador,Venezuela,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5023,GLOBAL,1,1001,287.03333,-38.81667,98,Temuco,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5024,GLOBAL,1,3808,343.43333,28.03333,25,Tenerife,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5025,GLOBAL,1,2781,98.50000,25.01667,1655,Tengchong,China,,"China Meteorological Administration (2005), radiation data."
5026,DIFFUS,3,2781,98.50000,25.01667,1655,Tengchong,China,,"China Meteorological Administration (2005), radiation data."
5028,GLOBAL,1,1075,134.16667,-19.63333,375,Tennant Creek,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5029,DIRECT,2,1075,134.16667,-19.63333,375,Tennant Creek,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5030,DIFFUS,3,1075,134.16667,-19.63333,375,Tennant Creek,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5032,GLOBAL,1,1357,12.98333,42.46667,1875,"Terminillo, M.",Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5033,GLOBAL,1,2091,15.00000,42.00000,16,Termoli,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5034,GLOBAL,1,3799,358.88333,40.35000,900,Teruel,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5035,DIFFUS,3,3799,358.88333,40.35000,900,Teruel,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5036,GLOBAL,1,222,33.58333,-16.18333,154,Tete,Mozambique,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5037,DIFFUS,3,222,33.58333,-16.18333,154,Tete,Mozambique,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5038,GLOBAL,1,439,258.90000,53.96667,272,The Pas,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
5039,GLOBAL,1,3703,22.96000,40.63000,60,Thessaloniki,Greece,,
5040,GLOBAL,1,2597,262.13333,55.80000,206,Thompson (Zoo),Canada,,
5041,DIFFUS,3,2597,262.13333,55.80000,206,Thompson (Zoo),Canada,,
5044,GLOBAL,1,2757,117.06667,39.08333,3,Tianjin,China,,"China Meteorological Administration (2005), radiation data."
5045,DIFFUS,3,2757,117.06667,39.08333,3,Tianjin,China,,"China Meteorological Administration (2005), radiation data."
5048,GLOBAL,1,2850,105.63333,34.60000,0,Tianshui,China,,"China Meteorological Administration (2005), radiation data."
5053,GLOBAL,1,843,129.00000,71.70000,0,Tiksi Bay - Muostakh Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5054,DIRECT,2,843,129.00000,71.70000,0,Tiksi Bay - Muostakh Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5055,ABSORB,16,843,129.00000,71.70000,0,Tiksi Bay - Muostakh Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5050,DIRECT,2,3882,128.91889,71.58611,48,Tiksi (BSRN),Russian Federation - previously USSR,1992,BSRN data archive
5056,GLOBAL,1,223,1.45000,14.20000,209,Tillabery,Niger,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5057,GLOBAL,1,1406,21.25000,45.76667,86,Timisoara,Romania,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5058,GLOBAL,1,2515,21.28333,45.78333,90,Timisoara neu,Romania,,
5059,GLOBAL,1,1318,20.83333,47.53333,91,Tiszaors,Hungary,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5060,GLOBAL,1,2877,8.41667,46.78333,3020,Titlis Bergstation,Switzerland,,"Brack, M., D. Wuillemin and W. Durisch (1993), Albedo-Messungen und System-Untersuchungen an der netzgekoppelten Photovoltaik-Anlage auf dem Titlis, PSI-Bericht, 126, Paul Scherrer Institut."
5061,GLOBAL,1,2876,8.41667,46.78333,2450,Titlis Stand,Switzerland,,"Brack, M., D. Wuillemin and W. Durisch (1993), Albedo-Messungen und System-Untersuchungen an der netzgekoppelten Photovoltaik-Anlage auf dem Titlis, PSI-Bericht, 126, Paul Scherrer Institut."
5062,GLOBAL,1,1469,289.78333,-22.08333,16,Tocopilla,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5064,GLOBAL,1,224,37.61667,18.43333,20,Tokar,Sudan - previously Sudan,2011,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5065,GLOBAL,1,2730,134.56667,34.06667,2,Tokushima,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5066,GLOBAL,1,2673,139.76667,35.68333,6,Tokyo,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5067,GLOBAL,1,1232,355.66667,39.55000,910,Toledo,Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5068,DIFFUS,3,1232,355.66667,39.55000,910,Toledo,Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5069,GLOBAL,1,2459,355.95000,39.88333,515,Toledo 2,Spain,,
5070,DIFFUS,3,2459,355.95000,39.88333,515,Toledo 2,Spain,,
5071,GLOBAL,1,225,357.00000,16.71667,264,Tombouctou,Mali,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5072,GLOBAL,1,2804,122.26667,43.60000,0,Tongliao,China,,"China Meteorological Administration (2005), radiation data."
5073,GLOBAL,1,1690,26.78333,58.45000,70,Toravere,Estonia - previously USSR,1992,"Russak, R. V. (1991), Radiation data of Toravere, Letters from Dec. 11, 1990 and Jan. 14, 1991 to Ohmura with included data."
5074,DIRECT,2,1690,26.78333,58.45000,70,Toravere,Estonia - previously USSR,1992,"Russak, R. V. (1991), Radiation data of Toravere, Letters from Dec. 11, 1990 and Jan. 14, 1991 to Ohmura with included data."
5075,DIFFUS,3,1690,26.78333,58.45000,70,Toravere,Estonia - previously USSR,1992,"Russak, R. V. (1991), Radiation data of Toravere, Letters from Dec. 11, 1990 and Jan. 14, 1991 to Ohmura with included data."
5076,ALBEDO,4,1690,26.78333,58.45000,70,Toravere,Estonia - previously USSR,1992,"Russak, R. V. (1991), Radiation data of Toravere, Letters from Dec. 11, 1990 and Jan. 14, 1991 to Ohmura with included data."
5077,REFLEC,5,1690,26.78333,58.45000,70,Toravere,Estonia - previously USSR,1992,"Russak, R. V. (1991), Radiation data of Toravere, Letters from Dec. 11, 1990 and Jan. 14, 1991 to Ohmura with included data."
5079,ABSORB,16,1690,26.78333,58.45000,70,Toravere,Estonia - previously USSR,1992,"Russak, R. V. (1991), Radiation data of Toravere, Letters from Dec. 11, 1990 and Jan. 14, 1991 to Ohmura with included data."
5080,GLOBAL,1,3883,26.46194,58.25389,70,Toravere (BSRN),Estonia - previously USSR,1992,BSRN data archive
5081,DIRECT,2,3883,26.46194,58.25389,70,Toravere (BSRN),Estonia - previously USSR,1992,BSRN data archive
5082,DIFFUS,3,3883,26.46194,58.25389,70,Toravere (BSRN),Estonia - previously USSR,1992,BSRN data archive
5084,GLOBAL,1,2901,26.46667,58.26667,70,Toravere (old),Estonia - previously USSR,1992,
5085,DIFFUS,3,2901,26.46667,58.26667,70,Toravere (old),Estonia - previously USSR,1992,
5086,GLOBAL,1,1345,7.65000,45.18333,282,Torino,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5087,GLOBAL,1,2511,7.73333,45.03333,709,Torino-Bric,Italy,,
5088,GLOBAL,1,440,280.60000,43.66667,116,Toronto,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
5089,GLOBAL,1,1044,280.45000,43.80000,149,Toronto Met.Res.St.,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5090,DIFFUS,3,1044,280.45000,43.80000,149,Toronto Met.Res.St.,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5091,ALBEDO,4,1044,280.45000,43.80000,149,Toronto Met.Res.St.,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5092,REFLEC,5,1044,280.45000,43.80000,149,Toronto Met.Res.St.,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5094,GLOBAL,1,1045,280.76667,43.71667,157,Toronto Scarborough,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5095,DIFFUS,3,1045,280.76667,43.71667,157,Toronto Scarborough,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5096,ALBEDO,4,1045,280.76667,43.71667,157,Toronto Scarborough,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5097,REFLEC,5,1045,280.76667,43.71667,157,Toronto Scarborough,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Atmospheric Environment Service Canada (1960), Monthly Radiation Summary,Downsview, Ontario."
5099,GLOBAL,1,226,34.16667,0.68333,1170,Tororo,Uganda,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5100,GLOBAL,1,1547,0.51667,40.81667,0,Tortosa,Spain,,"Jimenez, J. I. (1981), Solar radiation statistic in Barcelona, Spain,  Sol. Energy, 27, 271-282."
5101,GLOBAL,1,2474,6.46667,43.03333,110,Toulon (Ile du Levant),France,,
5102,GLOBAL,1,2081,1.36667,43.63333,152,Toulouse / Blagnac,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5103,GLOBAL,1,1250,0.71667,47.45000,108,Tours,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5104,GLOBAL,1,1074,146.75000,-19.25000,5,Townsville,Australia,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Bureau of Meteorology Australia (1963), Australian Radiation Records 1958-61, new records since approx. 1996, Director of Meteorology, Melbourne."
5105,DIFFUS,3,1074,146.75000,-19.25000,5,Townsville,Australia,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Bureau of Meteorology Australia (1963), Australian Radiation Records 1958-61, new records since approx. 1996, Director of Meteorology, Melbourne."
5106,GLOBAL,1,2663,137.20000,36.71667,9,Toyama,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5107,GLOBAL,1,1374,12.51667,37.91667,14,Trapani / Birgi,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5108,GLOBAL,1,1245,2.01667,48.76667,168,Trappes,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5109,DIFFUS,3,1245,2.01667,48.76667,168,Trappes,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5110,GLOBAL,1,1194,21.73333,48.66667,107,Trebisov,Slovakia - previously Czechoslovakia,1993,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5111,DIFFUS,3,1194,21.73333,48.66667,107,Trebisov,Slovakia - previously Czechoslovakia,1993,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5112,GLOBAL,1,2084,12.18333,45.65000,18,Treviso / Santo Angelo,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5113,GLOBAL,1,1217,6.66667,49.75000,278,Trier,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
5114,DIFFUS,3,1217,6.66667,49.75000,278,Trier,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
5115,GLOBAL,1,1342,13.75000,45.65000,20,Trieste,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5116,GLOBAL,1,1306,22.55000,40.58333,1,Trikala,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5117,GLOBAL,1,4599,299.13333,14.76667,26,Trinite-Caravel,Martinique,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5118,GLOBAL,1,878,76.95000,8.48333,60,Trivandrum,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5119,DIRECT,2,878,76.95000,8.48333,60,Trivandrum,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5120,DIFFUS,3,878,76.95000,8.48333,60,Trivandrum,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5121,GLOBAL,1,831,18.95000,69.65000,102,Tromso,Norway,,
5122,GLOBAL,1,4577,4.01667,48.31667,112,Troyes-Barberey,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5123,GLOBAL,1,1656,249.06667,32.11667,779,Tucson,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
5124,GLOBAL,1,954,294.80000,-26.80000,481,Tucuman,Argentina,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5126,GLOBAL,1,2005,43.73333,-23.40000,8,Tulear,Madagascar,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5131,GLOBAL,1,1039,298.55000,7.30000,180,Tumeremo,Venezuela,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5132,GLOBAL,1,2834,111.15000,40.68333,0,Tumotezuoqi,China,,"China Meteorological Administration (2005), radiation data."
5133,DIFFUS,3,2834,111.15000,40.68333,0,Tumotezuoqi,China,,"China Meteorological Administration (2005), radiation data."
5135,GLOBAL,1,4638,10.23333,36.83333,4,Tunis-Carthage,Tunisia,,"WMO OSCAR SURFACE, WRDC online archive accessed March 2021. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5137,GLOBAL,1,2825,118.28333,29.71667,143,Tunxi,China,,"China Meteorological Administration (2005), radiation data."
5138,GLOBAL,1,2792,89.20000,42.93333,35,Turpan,China,,"China Meteorological Administration (2005), radiation data."
5139,DIFFUS,3,2792,89.20000,42.93333,35,Turpan,China,,"China Meteorological Administration (2005), radiation data."
5141,GLOBAL,1,930,87.95000,65.78333,32,Turukhansk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5142,DIFFUS,3,930,87.95000,65.78333,32,Turukhansk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5145,GLOBAL,1,1314,24.76667,35.00000,7,Tymbakion,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5146,GLOBAL,1,1176,4.35000,50.80000,105,Uccle,Belgium,,"Unpublished data for Uccle, Belgium and Koning Boudewijn (Base Roi Baudouin), Antarctica, Typewritten manuscript deposited at WRC/Davos."
5147,DIFFUS,3,1176,4.35000,50.80000,105,Uccle,Belgium,,"Unpublished data for Uccle, Belgium and Koning Boudewijn (Base Roi Baudouin), Antarctica, Typewritten manuscript deposited at WRC/Davos."
5150,GLOBAL,1,2513,13.03333,45.98333,51,Udine/Rivolto new,Italy,,
5149,GLOBAL,1,1340,13.18333,46.03333,92,Udine / Rivolto old,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5151,GLOBAL,1,906,92.06667,49.85000,934,Ulaangom,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5152,DIRECT,2,906,92.06667,49.85000,934,Ulaangom,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5153,DIFFUS,3,906,92.06667,49.85000,934,Ulaangom,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5154,GLOBAL,1,908,106.75000,47.85000,1264,Ulan-Bator,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5155,DIRECT,2,908,106.75000,47.85000,1264,Ulan-Bator,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5156,DIFFUS,3,908,106.75000,47.85000,1264,Ulan-Bator,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5158,GLOBAL,1,1455,19.21667,41.91667,97,Ulcinj,Montenegro - previously Serbia and Montenegro - previously Yugoslavia - previously Yugoslavia,2006 - 2003 - 1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5160,GLOBAL,1,909,96.85000,47.75000,1751,Ulyasutay,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5161,DIRECT,2,909,96.85000,47.75000,1751,Ulyasutay,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5162,DIFFUS,3,909,96.85000,47.75000,1751,Ulyasutay,Mongolia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5163,GLOBAL,1,228,32.38333,-26.05000,12,Umbeluzi,Mozambique,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5164,GLOBAL,1,2105,20.25000,63.81667,10,Umea,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5165,DIFFUS,3,2105,20.25000,63.81667,10,Umea,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5166,GLOBAL,1,3821,43.98333,26.06667,724,Unayzah,Saudi Arabia - previously Neutral Zone,1993,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5167,GLOBAL,1,526,140.10000,36.11667,27,University of Tsukuba,Japan,,"Kotoda, K. (1984),  Geogr. Rev. Jap., 57A, 611-627; Toritani, H. and others (1988), Data for heat balance and water balance (2), heat balance, Jul.81 - Dec.91, Data report, special issue, Environmental Reserach Center, Univ. Tsukuba, Japan."
5172,GLOBAL,1,326,21.26667,-28.43333,814,Upington,South Africa,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
5176,GLOBAL,1,1657,287.11667,40.86667,27,Upton,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
5177,GLOBAL,1,2652,142.78333,42.01667,33,Urakawa,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5178,GLOBAL,1,2040,87.61667,43.78333,918,Urumqi,China,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5179,DIRECT,2,2040,87.61667,43.78333,918,Urumqi,China,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5180,DIFFUS,3,2040,87.61667,43.78333,918,Urumqi,China,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5181,REFLEC,5,2040,87.61667,43.78333,918,Urumqi,China,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5190,GLOBAL,1,2728,130.03333,32.20000,3,Ushibuka,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5191,GLOBAL,1,3700,291.69000,-54.85000,10,Ushuaia,Argentina,,
5192,DIFFUS,3,3700,291.69000,-54.85000,10,Ushuaia,Argentina,,
5193,GLOBAL,1,1372,13.18333,38.70000,250,Ustica Is.,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
